Ano,Código da Área,Área de Avaliação,Grau Acadêmico,Código da IES,Nome da IES*,Sigla da IES*,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município**,Município do Curso**,Sigla da UF** ,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação,Entidade Beneficiente de Assistência Social (CEBAS)
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,513,Educação Presencial,2211001,Teresina,PI,57,45,"43,997","3,48","45,52","3,328","3,366",4,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,1305552,Educação a Distância,2211001,Teresina,PI,72,33,"24,809","1,232","26,096","1,244","1,241",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pública Federal,594,Educação Presencial,3146107,Ouro Preto,MG,47,43,"44,551","3,559","45,6","3,337","3,393",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,614,Educação Presencial,3548906,São Carlos,SP,87,79,"45,222","3,656","51,098","3,979","3,898",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,112680,Educação Presencial,3552205,Sorocaba,SP,61,54,"44,57","3,562","52,407","4,131","3,989",5,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,703,Educação Presencial,3171303,Viçosa,MG,35,32,"48,115","4,074","55,403","4,481","4,379",5,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,1161839,Educação Presencial,3126000,Florestal,MG,31,30,"48,043","4,064","48,546","3,681","3,777",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,778,Educação Presencial,4113700,Londrina,PR,29,24,"40,529","2,979","44,341","3,19","3,137",4,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,1343863,Educação a Distância,4113700,Londrina,PR,71,63,"33,673","2,799","31,261","2,196","2,347",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,865,Educação Presencial,4106902,Curitiba,PR,44,36,"39,475","2,826","37,852","2,433","2,531",3,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Universidade,Privada sem fins lucrativos,968,Educação Presencial,2611606,Recife,PE,86,75,"32,545","1,826","34,998","2,1","2,031",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,1110,Educação Presencial,4305108,Caxias do Sul,RS,44,39,"39,571","2,84","43,341","3,073","3,015",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,1257566,Educação Presencial,4302105,Bento Gonçalves,RS,22,22,"36,886","2,453","34,286","2,017","2,126",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Universidade,Privada sem fins lucrativos,57702,Educação Presencial,4318705,São Leopoldo,RS,72,63,"40,625","2,993","41,841","2,898","2,922",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Universidade,Privada sem fins lucrativos,1332183,Educação Presencial,4314902,Porto Alegre,RS,5,2,"46,55","3,848","49,6","3,804","3,815",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Universidade,Pública Federal,1452,Educação Presencial,3170206,Uberlândia,MG,93,76,"39,338","2,807","45,114","3,28","3,162",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,20,UNIVERSIDADE DE PASSO FUNDO,UPF,Universidade,Privada sem fins lucrativos,1721,Educação Presencial,4314100,Passo Fundo,RS,25,16,"42,425","3,252","47,675","3,579","3,497",4,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Universidade,Privada sem fins lucrativos,1904,Educação Presencial,4314902,Porto Alegre,RS,56,50,"42,124","3,209","47,286","3,534","3,453",4,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,MACKENZIE,Universidade,Privada sem fins lucrativos,18974,Educação Presencial,3550308,São Paulo,SP,114,98,"34,916","2,168","37,944","2,444","2,375",3,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,23,UNIVERSIDADE FEEVALE,FEEVALE,Universidade,Privada sem fins lucrativos,2090,Educação Presencial,4313409,Novo Hamburgo,RS,42,29,"37,365","2,522","39,137","2,583","2,568",3,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,Universidade,Pública Estadual,20239,Educação Presencial,2913606,Ilhéus,BA,44,24,41,"3,047","46,5","3,442","3,343",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,27,Centro Universitário Vale do Rio Verde,,Universidade,Privada sem fins lucrativos,20812,Educação Presencial,3169307,Três Corações,MG,20,20,"35,27","2,219","31,65","1,709","1,837",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pública Estadual,2209,Educação Presencial,2304400,Fortaleza,CE,94,67,"37,065","2,478","41,776","2,891","2,788",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pública Estadual,1332960,Educação a Distância,2304400,Fortaleza,CE,36,20,"33,42","2,754","30,41","2,039","2,218",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,UNIFENAS,Universidade,Privada sem fins lucrativos,2310,Educação Presencial,3101607,Alfenas,MG,25,23,"36,443","2,389","36,46","2,271","2,3",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,40,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,Universidade,Pública Estadual,1184491,Educação a Distância,2927408,Salvador,BA,37,34,"31,694","2,449","27,62","1,525","1,756",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,43,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UDESC,Universidade,Pública Estadual,54520,Educação Presencial,4209102,Joinville,SC,51,45,"44,711","3,583","44,331","3,189","3,287",4,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,47,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Universidade,Pública Estadual,5001162,Educação a Distância,5201108,Anápolis,GO,25,20,"28,05","1,805","26,735","1,361","1,472",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Universidade,Pública Estadual,2717,Educação Presencial,3509502,Campinas,SP,43,34,"45,961","3,763","52,494","4,142","4,047",5,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,Universidade,Pública Estadual,3190,Educação Presencial,3549805,São José do Rio Preto,SP,37,34,"44,914","3,612","46,914","3,49","3,521",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,Universidade,Pública Estadual,3197,Educação Presencial,3506003,Bauru,SP,28,26,"45,776","3,736","51,911","4,074","3,989",5,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,Universidade,Pública Estadual,3211,Educação Presencial,3543907,Rio Claro,SP,84,75,"41,654","3,141","41,653","2,876","2,943",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,Universidade,Pública Estadual,52048,Educação Presencial,3541406,Presidente Prudente,SP,45,41,"41,414","3,106","47,014","3,502","3,403",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,57,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Universidade,Pública Estadual,3419,Educação Presencial,4115200,Maringá,PR,46,41,"45,217","3,656","49,951","3,845","3,798",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,67,ESCOLA DE ENGENHARIA DE PIRACICABA,EEP/FUMEP,Faculdade,Pública Municipal,3531,Educação Presencial,3538709,Piracicaba,SP,22,16,"27,462","1,092","31,162","1,652","1,512",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,Universidade,Pública Estadual,20933,Educação Presencial,2408003,Mossoró,RN,23,17,"45,364","3,677","34,17","2,003","2,422",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,Universidade,Pública Estadual,57606,Educação Presencial,2408102,Natal,RN,10,10,"35,7","2,281","31,66","1,71","1,853",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,76,UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,Universidade,Pública Municipal,3676,Educação Presencial,4202404,Blumenau,SC,37,30,"37,996","2,613","40,29","2,717","2,691",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Universidade,Privada sem fins lucrativos,3859,Educação Presencial,4219309,Videira,SC,8,7,"41,085","3,059","32,614","1,822","2,131",3,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Universidade,Privada sem fins lucrativos,1169186,Educação Presencial,4217204,São Miguel do Oeste,SC,14,12,"41,85","3,169","39,083","2,577","2,725",3,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,83,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Universidade,Privada sem fins lucrativos,3935,Educação Presencial,4208203,Itajaí,SC,23,18,"33,294","1,934","41,188","2,822","2,6",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,83,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Universidade,Privada sem fins lucrativos,19437,Educação Presencial,4216602,São José,SC,25,24,"39,545","2,837","46,066","3,392","3,253",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,95,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,UVA,Universidade,Pública Estadual,18584,Educação Presencial,2312908,Sobral,CE,66,43,"32,895","1,876","34,176","2,004","1,972",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Universidade,Pública Federal,122330,Educação Presencial,3162500,São João del Rei,MG,26,22,"43,54","3,414","38,345","2,49","2,721",3,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,135,Claretiano - Centro Universitário,CLARETIANOBT,Centro Universitário,Privada sem fins lucrativos,84705,Educação a Distância,3505906,Batatais,SP,201,109,"40,014","3,919","34,213","2,74","3,035",4,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,137,CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,UNISAGRADO,Centro Universitário,Privada sem fins lucrativos,87384,Educação Presencial,3506003,Bauru,SP,42,31,"34,329","2,083","29,67","1,478","1,629",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,CBM,Centro Universitário,Privada sem fins lucrativos,19010,Educação Presencial,3543402,Ribeirão Preto,SP,8,8,"42,025","3,195","44,025","3,153","3,164",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,142,CENTRO UNIVERSITÁRIO DO TRIÂNGULO,UNITRI,Centro Universitário,Privada sem fins lucrativos,4547,Educação Presencial,3170206,Uberlândia,MG,21,14,"42,778","3,303","30,007","1,517","1,964",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,146,CENTRO UNIVERSITÁRIO DE RIO PRETO,UNIRP,Centro Universitário,Privada com fins lucrativos,4675,Educação Presencial,3549805,São José do Rio Preto,SP,6,6,"37,183","2,495","27,883","1,27","1,576",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,150,UNIVERSIDADE DE SOROCABA,UNISO,Universidade,Privada sem fins lucrativos,55096,Educação Presencial,3552205,Sorocaba,SP,18,15,"23,88","0,574","31,846","1,732","1,443",2,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,163,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Universidade,Privada com fins lucrativos,1443998,Educação a Distância,3304557,Rio de Janeiro,RJ,27,10,"35,21","2,21","34,11","1,996","2,05",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,165,UNIVERSIDADE VEIGA DE ALMEIDA,UVA,Universidade,Privada com fins lucrativos,5079,Educação Presencial,3304557,Rio de Janeiro,RJ,71,57,"37,58","2,553","36,328","2,255","2,329",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,203,UNIVERSIDADE SÃO JUDAS TADEU,USJT,Universidade,Privada com fins lucrativos,5485,Educação Presencial,3550308,São Paulo,SP,53,40,"27,472","1,093","29,555","1,465","1,372",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,203,UNIVERSIDADE SÃO JUDAS TADEU,USJT,Universidade,Privada com fins lucrativos,95489,Educação Presencial,3550308,São Paulo,SP,30,25,"34,204","2,065","29,86","1,5","1,641",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,203,UNIVERSIDADE SÃO JUDAS TADEU,USJT,Universidade,Privada com fins lucrativos,1420185,Educação Presencial,3550308,São Paulo,SP,18,17,46,"3,769","38,282","2,483","2,804",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,221,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Universidade,Privada com fins lucrativos,5841,Educação Presencial,3550308,São Paulo,SP,73,64,"29,362","1,366","24,478","0,872","0,996",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,221,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Universidade,Privada com fins lucrativos,1427562,Educação Presencial,3550308,São Paulo,SP,14,9,"30,355","1,509","25,833","1,03","1,15",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,227,UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Universidade,Privada sem fins lucrativos,18624,Educação Presencial,3548500,Santos,SP,25,19,"37,689","2,569","33,557","1,932","2,091",3,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,267,CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA,,Centro Universitário,Privada sem fins lucrativos,18790,Educação Presencial,3205309,Vitória,ES,60,39,"41,6","3,133","38,576","2,517","2,671",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,271,UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Universidade,Privada sem fins lucrativos,6491,Educação Presencial,3541406,Presidente Prudente,SP,25,18,"40,394","2,959","52,177","4,105","3,818",4,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,277,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Centro Universitário,Privada sem fins lucrativos,19242,Educação Presencial,3304557,Rio de Janeiro,RJ,56,38,"32,431","1,809","23,426","0,749","1,014",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,277,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Centro Universitário,Privada sem fins lucrativos,1404126,Educação Presencial,3304557,Rio de Janeiro,RJ,37,25,"29,576","1,397","28,532","1,345","1,358",2,,-
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,278,FACULDADES INTEGRADAS SIMONSEN,FIS,Faculdade,Privada sem fins lucrativos,1103908,Educação Presencial,3304557,Rio de Janeiro,RJ,2,2,"23,3","0,965","19,35",0,"0,241",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,295,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Universidade,Privada sem fins lucrativos,6756,Educação Presencial,4316808,Santa Cruz do Sul,RS,31,26,"41,792","3,161","39,415","2,615","2,752",3,,X
2021,4005,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,295,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Universidade,Privada sem fins lucrativos,20109,Educação Presencial,4316808,Santa Cruz do Sul,RS,3,3,"43,066","4,459","46,466",5,"4,864",5,,X
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,308,CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS,UNIPAC,Centro Universitário,Privada sem fins lucrativos,20818,Educação Presencial,3105608,Barbacena,MG,20,20,"27,095","1,039","31,685","1,713","1,545",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Universidade,Privada sem fins lucrativos,7142,Educação Presencial,3550308,São Paulo,SP,55,45,"31,853","1,726","24,24","0,844","1,065",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Universidade,Privada sem fins lucrativos,66272,Educação Presencial,3550308,São Paulo,SP,155,120,"29,17","1,338","24,803","0,91","1,017",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Universidade,Privada sem fins lucrativos,72331,Educação Presencial,3550308,São Paulo,SP,64,40,"29,607","1,401","23,562","0,765","0,924",1,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Universidade,Privada sem fins lucrativos,111980,Educação Presencial,3550308,São Paulo,SP,105,84,"28,289","1,211","25,191","0,955","1,019",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Universidade,Privada sem fins lucrativos,1279527,Educação Presencial,3550308,São Paulo,SP,82,69,"27,053","1,033","26,259","1,08","1,068",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,7292,Educação Presencial,3543402,Ribeirão Preto,SP,62,46,"30,782","1,571","28,854","1,383","1,43",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,18698,Educação Presencial,3509502,Campinas,SP,95,81,"32,971","1,887","31,617","1,705","1,751",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,18826,Educação Presencial,3503208,Araraquara,SP,52,42,"32,857","1,871","29,871","1,502","1,594",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,18833,Educação Presencial,3548500,Santos,SP,57,41,"25,602","0,823","26,621","1,122","1,048",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,18840,Educação Presencial,3549904,São José dos Campos,SP,36,32,"31,309","1,647","30,075","1,525","1,556",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,19510,Educação Presencial,3506003,Bauru,SP,28,13,"35,161","2,203","31,823","1,729","1,848",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,19517,Educação Presencial,3552205,Sorocaba,SP,37,27,"29,237","1,348","26,933","1,159","1,206",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,19521,Educação Presencial,3549805,São José do Rio Preto,SP,67,54,"32,179","1,773","29,312","1,436","1,521",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,19525,Educação Presencial,3502804,Araçatuba,SP,23,21,"36,447","2,389","31,604","1,704","1,875",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,19548,Educação Presencial,3547304,Santana de Parnaíba,SP,92,62,"28,124","1,187","25,924","1,041","1,077",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,19558,Educação Presencial,3550308,São Paulo,SP,44,35,"29,908","1,445","26,134","1,065","1,16",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,38834,Educação Presencial,3550308,São Paulo,SP,109,77,"33,066","1,901","26,615","1,122","1,316",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,43487,Educação Presencial,5300108,Brasília,DF,86,73,"28,638","1,261","25,369","0,976","1,048",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,43645,Educação Presencial,5208707,Goiânia,GO,60,43,"33,609","1,979","29,932","1,509","1,626",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,43664,Educação Presencial,1302603,Manaus,AM,64,46,"30,969","1,598","24,597","0,886","1,064",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,50572,Educação Presencial,3525904,Jundiaí,SP,37,29,"40,851","3,025","32,858","1,85","2,144",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,50582,Educação Presencial,3526902,Limeira,SP,50,36,"31,097","1,617","31,586","1,702","1,68",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,65878,Educação Presencial,3550308,São Paulo,SP,143,108,"32,012","1,749","28,186","1,305","1,416",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,65890,Educação Presencial,3550308,São Paulo,SP,91,69,"30,614","1,547","25,868","1,034","1,162",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,69764,Educação Presencial,3550308,São Paulo,SP,108,78,"31,108","1,618","26,428","1,1","1,229",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,69815,Educação Presencial,3550308,São Paulo,SP,61,49,"33,93","2,026","27,202","1,19","1,399",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,69825,Educação Presencial,3550308,São Paulo,SP,48,37,"30,297","1,501","26,916","1,157","1,243",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,1155950,Educação Presencial,3550308,São Paulo,SP,69,53,"31,584","1,687","26,279","1,082","1,234",2,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Universidade,Privada sem fins lucrativos,7511,Educação Presencial,3106200,Belo Horizonte,MG,117,80,"40,837","3,023","41,61","2,871","2,909",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Universidade,Privada sem fins lucrativos,18585,Educação Presencial,3151800,Poços de Caldas,MG,40,35,"37,211","2,499","32,302","1,785","1,964",3,,-
2021,4004,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,349,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,UNI-BH,Centro Universitário,Privada com fins lucrativos,20833,Educação Presencial,3106200,Belo Horizonte,MG,22,14,"32,15","1,769","38,042","2,455","2,284",3,,-
